,word,frequency,example,misspelling,correction
18,lifeng,1,TAIZHOU LIFENG MANUFACTURING CORPORATION,YES,life
19,lifeak,1,"LIFEAK JOB ACCOMODATION SOLUTIONS FOR LIFE, S.L.",YES,life
20,lifdek,2,Lifdek Corporation,YES,life
21,lucifer,48,LUCIFER LIGHTING COMPANY,NO,life
22,lifters,40,"Standard Lifters, Inc.",NO,life
23,lifteck,1,LIFTECK INTERNATIONAL INC.,YES,life
24,liftech,3,GARAVENTA LIFTECH AG,YES,life
25,lifeway,2,Lifeway Christian Resources of the Southern Baptist Covention,YES,life
26,lifetex,1,Lifetex Limited,YES,life
27,lifetek,3,"Lifetek, Inc.",YES,life
28,lifetec,5,Savior Lifetec Corporation,YES,life
29,lifesem,1,LIFESEM INC.,YES,life
30,lifesci,6,"LIFESCI PHARMACEUTICALS, INC.",YES,life
31,lifesan,1,LifeSan Scotland Limited,YES,life
32,liferay,2,"Liferay, Inc.",YES,life
33,lifepro,2,"LifePro, Inc.",YES,life
34,lifepod,4,Lifepod LLC,YES,life
35,lifenza,1,Lifenza Co. Ltd.,YES,life
36,lifenet,80,LifeNet Health,YES,life
37,lifemed,1,"Narishige Lifemed Co., Ltd.",YES,life
38,lifeloc,8,"Lifeloc Technologies, Inc.",YES,life
39,lifeing,7,"Lifeing, Inc.",YES,life
40,lifeind,2,Lifeind EHF.,YES,life
41,lifegen,2,"Shanxi Lifegen Co., Ltd.",YES,life
42,lifegas,1,"LifeGas, LLC",YES,life
43,lifecor,11,"Lifecor, Inc.",YES,life
44,lifecom,2,"Lifecom, LLC",YES,life
45,lifebit,1,LIFEBIT BIOTECH LIMITED,YES,life
46,lifebio,1,LIFEBIO LABORATORIES LLC,YES,life
47,lifease,1,LifEase Products LLC,YES,life
48,lifearc,2,LifeArc,YES,life
49,life365,5,"Life365, Inc.",YES,life
50,life360,23,LIFE360 INNOVATIONS INC.,YES,life
51,lifatec,1,Lifatec GmbH Faseroptik und Optoelektronik,YES,life
52,laifeng,1,"SHENZHEN LAIFENG TECHNOLOGY CO., LTD",YES,life
53,lyfe,1,Connected Lyfe,YES,life
54,live,269,"Live Nation Entertainment, Inc.",NO,life
55,lise,1,Lise Sonderborg APS,YES,life
56,lipe,23,Lipe Automation Corp.,YES,life
57,line,1607,Line Corporation,NO,life
58,lime,171,"Burnett Lime Co., Inc.",NO,life
59,like,25,"Life-Like Products, Inc.",NO,life
60,lihe,1,Beijing Lihe Technology Ltd.,YES,life
61,lify,1,Lify Company Limited,YES,life
62,lifu,2,"Lifu Bicycle Co., Ltd.",YES,life
63,lift,455,"Oil Lift Technology, Inc.",NO,life
64,lifi,35,"LIFI Labs, Inc.",YES,life
65,liff,1,Liff Holdings Limited,YES,life
66,lifa,4,Lifa Air Environmental Technology Limited,YES,life
67,lide,16,"Jiangsu Lide Automotive Optical System Co., Ltd.",YES,life
68,lice,1,454 Lice Sciences Corporation,NO,life
69,lafe,3,Lafe Computer Magnetics Ltd.,YES,life
0,elkectric,1,"Sumitomo Elkectric Industries, Ltd.",YES,electric
1,elelctric,5,"SCHNEIDER ELELCTRIC USA, INC.",YES,electric
2,eleectric,1,"Sanyo Eleectric Co., Ltd.",YES,electric
3,electtric,2,"Matsushita Electtric Industrial Co., Ltd.",YES,electric
4,electrtic,3,"Alps Electrtic Co., Ltd.",YES,electric
5,electroic,4,"Samsung Electroic Co., Ltd.",YES,electric
6,electrioc,1,Thermo Electrioc Corporation,YES,electric
7,electrinc,1,GENERAL ELECTRINC COMPANY,YES,electric
8,electriic,2,"Sumitomo Electriic Industries, Ltd.",YES,electric
9,electrict,5,General Electrict Company,YES,electric
10,electrics,150,Dawson Electrics Pty. Ltd.,NO,electric
11,electricl,1,"Choon Nang Electricl Appliance Mfty., Ltd.",YES,electric
12,electrick,2,General Electrick Company,YES,electric
13,electrice,2,Reliance Electrice Industrial Company,YES,electric
14,electricd,1,General Electricd Company,YES,electric
15,electricc,1,General Electricc Company,YES,electric
16,electrica,32,Alcatel Standard Electrica S.A.,NO,electric
17,electgric,1,"Matsushita electgric Industrial Co., Ltd.",YES,electric
18,elecgtric,1,General Elecgtric Company,YES,electric
19,elecetric,3,SUMITOMO ELECETRIC HARDMETAL CORP.,YES,electric
20,electri,8,General Electri Company,YES,electric
21,electrci,1,"Nissin Electrci Co., LTD",YES,electric
22,electrc,1,"Matsushita Electrc Industrial Co., Ltd.",YES,electric
23,electirc,8,"Sanyo Electirc Co., Ltd.",YES,electric
24,electic,52,"Matsushita Electic Industrial Co., Ltd.",YES,electric
25,elecrtic,2,General Elecrtic Company,YES,electric
26,elecric,28,Schneider Elecric Industries SAS,YES,electric
27,elctric,10,Westinghouse Elctric Corp.,YES,electric
28,eelctric,2,"Matsushita Eelctric Industrial Co., Ltd.",YES,electric
29,eectric,3,General Eectric Company,YES,electric
30,elelectric,1,General Elelectric Company,YES,electric
31,electtrica,1,Ente Nazionale Per L'Energia Electtrica,YES,electric
32,electropic,2,Gloriole Electropic Technology Corp.,YES,electric
33,electromic,1,"Ya Horng Electromic Co., Ltd.",YES,electric
34,electrojic,1,Shizuoka Pioneer Electrojic Corporation,YES,electric
35,electroics,10,Philips Electroics North America Corporation,YES,electric
36,electrnics,6,LG Electrnics Inc.,YES,electric
37,electrinic,1,Electrinic Enterprise Ltd.,YES,electric
38,electriloc,2,Kilman Electriloc Company,YES,electric
39,electricte,1,Electricte de France,YES,electric
40,electricsa,1,Schneider Electric.S.A.,YES,electric
41,electricos,7,Valeo Sistemas Electricos,NO,electric
42,electricia,2,Interconexion Electricia S.A.,YES,electric
43,electriche,1,Patent-Truehand-Gesellschaft fuer Electriche Gluelampen mbH,YES,electric
44,electricas,2,Construcoes Electricas Eltec S.A.,NO,electric
45,electricar,2,"U.S. Electricar, Inc.",YES,electric
46,electricab,2,Electricab Taxi Company,YES,electric
47,electornic,1,Vogt Electornic AG,YES,electric
48,electcric,1,"Matsushita Electcric Industrial Co., Ltd.",YES,electric
49,elecrtric,6,General Elecrtric Company,YES,electric
50,eelectric,1,GENERAL EELECTRIC COMPANY,YES,electric
51,elettric,3,ELETTRIC 80 S.P.A.,YES,electric
52,elektric,4,E C O GmbH Elektric Concept for Offices Produktion + Marketing,YES,electric
53,electtic,2,Matsushita Electtic Industrial,YES,electric
54,electroc,3,General Electroc Co.,YES,electric
55,electrix,26,"Electrix, LLC",YES,electric
56,electriq,1,ELECTRIQ-GLOBAL ENERGY SOLUTIONS LTD.,YES,electric
57,electrio,1,ELOP Electrio-Optics Industries Ltd.,YES,electric
58,electrik,17,NOVA ELECTRIK SANAYI VE TICARET ANONIM SIRKETI,YES,electric
59,electrie,1,Tokai Electrie Wire Company Limited,YES,electric
60,electrid,1,Matsushita Electrid Industrial Co. Ltd.,YES,electric
61,electrec,1,"STANLEY ELECTREC CO., LTD.",YES,electric
62,electrcn,1,Tokyo Electrcn Limited,YES,electric
63,electrac,1,"Electrac, Inc.",YES,electric
64,electr,5,"Electr{overscore (o)}lux Home Products, Inc.",NO,electric
65,elecrric,1,General Elecrric Company,YES,electric
66,eiectric,1,Mitsubishi Eiectric Corporation,YES,electric
67,electyronic,1,Delco Electyronic Corp.,YES,electric
68,electrônico,1,DIGICON S.A. CONTROLE ELECTRÔNICO PARA MECÂNICA,UNK,electric
69,electrônica,11,SAMSUNG ELECTRÔNICA DA AMAZÖNIA LTDA.,UNK,electric
70,electrónico,2,"VORTAL—COMÉRCIO ELECTRÓNICO, CONSULTADORIA E MULTIMÉDIA",UNK,electric
71,electroptic,21,Gloriole Electroptic Technology Corp,NO,electric
72,electronisc,6,Koninklijke Philips Electronisc N.V.,YES,electric
73,electronicw,1,"Samsung Electronicw Co., Ltd.",YES,electric
74,electronice,4,"Hyundai Electronice Industries Co., Ltd.",YES,electric
75,electronica,45,"Samsung Electronica Co., Ltd.",NO,electric
76,electromics,3,"Samsung Electromics Co., Ltd.",YES,electric
77,electroincs,15,LG ELECTROINCS INC.,YES,electric
78,electrnoics,4,"Koninklijke Philips Electrnoics, N.V.",YES,electric
79,electrische,19,Patent-Treuhand-Gesellschaft fur electrische Gluhlampen mbH,YES,electric
80,electrionic,1,DEXIN ELECTRIONIC LTD.,YES,electric
81,electrinocs,3,"CITIZEN ELECTRINOCS CO., LTD.",YES,electric
82,electrinics,5,"Samsung Electrinics Co., Ltd.",YES,electric
83,electricord,15,Pacific Electricord Company,YES,electric
84,electricoil,2,"Actown Electricoil, Inc.",YES,electric
85,electricité,2,ELECTRICITÉ DE FRANCE—EDF,UNK,electric
86,electricity,208,Central Electricity Generating Board,NO,electric
87,electricite,797,Compagnie d'le Electronique et de Piezo-Electricite,YES,electric
88,electrician,3,"SHANGHAI ELECTRICIAN INDUSTRY & COMMERCE CO., LTD.",NO,electric
89,electricfil,24,ELECTRICFIL AUTOMOTIVE,YES,electric
90,electricate,1,Societe d'Applications Generales d'Electricate et de Mecanique SAGEM,YES,electric
91,electricars,2,Crompton Electricars Limited,YES,electric
92,electricals,16,Bharat Heavy Electricals Limited,YES,electric
93,electornics,31,"Samsung Electornics Co., Ltd.",YES,electric
94,electonrics,1,"Dongbu Electonrics Co., Ltd.",YES,electric
95,electgronic,1,Starfire Electgronic Development & Marketing Ltd.,YES,electric
96,elecktronic,1,STN Atlas Elecktronic GmbH,YES,electric
97,elecktrisch,2,Patent-Treuhand-Gesellschaft für Elecktrisch Glühlampen mbH,YES,electric
98,electrosci,3,Electrosci Inc.,YES,electric
99,electronci,1,"Komatsu Electronci Metals, Co., Ltd.",YES,electric
100,elcetronic,1,Rohm and Haas Elcetronic Materials LLC,YES,electric
101,eelctronic,1,"Silitek Eelctronic (GZ) Co., Ltd.",YES,electric
102,eléctrica,1,Companhia Hidro Eléctrica do São Francisco—CHESF,UNK,electric
103,elettrici,8,Societa Impianti Elettrici Telefonici Telegrafici e Costruzioni Edili S.p.A. CNT ITX COD 03,YES,electric
104,elettrica,32,PIZZATO ELETTRICA S.R.L.,YES,electric
105,eletronic,8,"SHENZHEN SKYWORTH-RGB ELETRONIC CO., LTD.",YES,electric
106,elemetric,1,"Elemetric, LLC",YES,electric
107,elektrick,1,Standard Elektrick Lorenz AG,YES,electric
108,electrvac,1,"Electrvac, Fabrikation elektrotechnischer Spezialartikel GmbH",YES,electric
109,electroni,1,Pioneer Electroni Corporation,YES,electric
110,electronc,5,Galant Electronc Products Ltd.,YES,electric
111,electroli,2,"Electroli, S.A.",YES,electric
112,electroid,3,Electroid,YES,electric
113,electrodi,2,De Nora Electrodi S.p.A.,YES,electric
114,electrion,4,"Electrion, Inc.",YES,electric
115,electrial,3,Potrans Electrial Corp. Ltd.,YES,electric
116,electonic,6,"Hitachi Electonic Devices Co., Ltd.",YES,electric
117,elecronic,4,BAE Systems Information and Elecronic Systems Integration Inc.,YES,electric
118,elecrical,1,"Valeo Elecrical Systems, Inc.",YES,electric
119,elctronic,2,APS Elctronic AG,YES,electric
120,elctrical,1,"Valeo Elctrical Systems, Inc.",YES,electric
121,elect,9,Westinghouse Elect. Corp.,NO,electric
122,elektri,1,CEMSAN ELEKTRİKLİ CİHAZLAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ,UNK,electric
123,electra,70,"Electra-Lite, Inc.",NO,electric
124,electec,4,Electec Limited,YES,electric
125,ectrice,1,"Ectrice, Ltd.",YES,electric
126,eletric,24,"Sanyo Eletric Co., Ltd.",YES,electric
127,eléctricos,1,"EFACEC ENERGIA, MÁQUINAS E EQUIPAMENTOS ELÉCTRICOS, S.A.",UNK,electric
128,ellettrici,1,SISME Societa Italiana Statorie Motori Ellettrici S.p.A.,YES,electric
129,elemetrics,3,Kay Elemetrics Corp.,YES,electric
130,elektronic,21,Semikron Elektronic GmbH,YES,electric
131,electrovac,52,"Electrovac, Fabrikation Elektro-Technischer Spezialartikel Gesellschaft m.b.H.",YES,electric
132,electrotec,1,"Electrotec de Occidente, S.A.",YES,electric
133,electronix,20,"Multi-Fineline Electronix, Inc.",YES,electric
134,electronis,25,"Samsung Electronis Co., Ltd",YES,electric
135,electronik,65,RSF-Electronik Gesellschaft m.b.H.,YES,electric
136,electroncs,26,"Samsung Electroncs Co., Ltd.",YES,electric
137,electromac,1,"THE ELECTROMAC GROUP, INC.",YES,electric
138,electrocon,1,"ElectroCon, Inc.",YES,electric
139,electrocom,79,ElectroCom Automation L.P.,YES,electric
140,electrocar,1,BEIJING MENLUO ELECTROCAR CO. LTD.,YES,electric
141,electrocap,1,"Electrocap, Inc.",YES,electric
142,electrocal,2,"Electrocal, Inc.",YES,electric
143,electrishe,1,Patent - Truehand - Gesellshaft fuer electrishe Gluelampen mbH,YES,electric
144,electrions,1,Koninklijke Philips Electrions N.V.,YES,electric
145,electrikus,1,"Electrikus, Inc.",YES,electric
146,electrifil,1,Electrifil Automotive,YES,electric
147,electrides,1,Electrides Corporation,YES,electric
148,electranix,2,Electranix Corporation,YES,electric
149,electonics,60,"SAMSUNG ELECTONICS CO., LTD.",YES,electric
150,electionic,1,Yushin Electionic Co. Ltd.,YES,electric
0,controll,1,MPC Metal Process Controll AB,YES,control
1,control4,64,Control4 Corporation,YES,control
2,conntrol,4,"CONNTROL INTERNATIONAL, INC.",YES,control
3,contro,4,ISTITUTO NAZIONALE PER L'ASSICURAZIONE CONTRO GLI INFORTUNI SUL LAVORO,YES,control
4,contol,1,Dan-Contol Engineering A/S,YES,control
5,conrtol,1,Swedish Conrtol System AB,YES,control
6,conrol,1,"Japan Electronic Conrol Systems Co., Ltd.",YES,control
7,controlls,1,Rutherford Controlls Int'l Corp.,YES,control
8,controlli,2,Re S.p.A. Controlli Industriali,YES,control
9,controlit,1,"Controlit, Inc.",YES,control
10,controlex,6,AERO CONTROLEX GROUP INC.,YES,control
11,controles,6,Les Controles Vidomatic Inc.,YES,control
12,controlec,1,Controlec Limited,YES,control
13,controlco,1,Controlco Inc.,YES,control
14,control14,1,Control14 Corporation,YES,control
15,conrtols,2,"ASSA ABLOY Accessories and Door Conrtols Group, Inc.",YES,control
16,contros,3,Kongsberg Maritime Contros GmbH,YES,control
17,contron,2,"Static Contron Components, Inc.",YES,control
18,contrel,9,"Contrel Technology Co., Ltd.",YES,control
19,contols,2,Johnson Contols Interiors Technology Corporation,YES,control
20,constro,1,Constro S.A.,YES,control
21,conrols,1,"Performance Conrols, Inc.",YES,control
22,comtrol,5,Comtrol Corporation,YES,control
23,centrol,2,Centrol-Morgardshammer GmbH,YES,control
24,controltek,1,"Controltek, Inc.",YES,control
25,controlsus,1,Pentair Valves & ControlsUS LP,YES,control
26,controlrad,17,"CONTROLRAD SYSTEMS, INC.",YES,control
27,contrology,1,Contrology Techniques Limited,YES,control
28,controload,1,Controload Ltd.,YES,control
29,controlnet,5,"ControlNet, Inc.",YES,control
30,controller,23,Controller Clipz LLC,NO,control
31,controlled,201,"Alkermes Controlled Therapeutics, Inc.",NO,control
32,controlair,1,"Controlair, Inc.",YES,control
33,controlada,1,"Liconsa Liberacion Controlada de Sustancias Activas, S.A.",YES,control
34,contectrol,1,Contectrol Incorporated,YES,control
35,contor,5,Export-Contor Aussenhandelsgesellschaft mbH,YES,control
36,conort,2,Conort Engineering AB,YES,control
37,cyanotrol,1,"Cyanotrol, LLC",YES,control
38,contralco,1,Contralco,YES,control
39,cottroll,1,"Cottroll, Inc.",YES,control
40,contrôle,5,ALSTOM Grid Protection & Contrôle SAS,UNK,control
41,contrawl,2,Contrawl Limited,YES,control
42,contrail,2,"CONTRAIL, LLC",NO,control
43,contools,1,Johnson Contools Technology Company,YES,control
44,contipro,14,Contipro a.s.,YES,control
45,comptrol,4,"Comptrol, Incorporated",YES,control
46,centrols,1,Fisher Centrols International LLC,YES,control
47,coto,4,"COTO Technology, Inc.",NO,control
48,coro,122,De Coro Ltd.,NO,control
49,cont,6,Cont-Asphalt Ltd.,NO,control
50,cono,2,Admistradora de Patentes de Invencion Cono sur S.A.,NO,control
51,cntr,1,Sagami Chem. Rsch. Cntr.,YES,control
0,honneywell,1,Honneywell Inc.,YES,honeywell
1,honeywelll,1,Honeywelll International Inc.,YES,honeywell
2,honeyweill,1,Honeyweill International Inc.,YES,honeywell
3,honeywll,1,HONEYWLL INTERNATIONAL INC.,YES,honeywell
4,honeyell,1,Honeyell Korea Ltd.,YES,honeywell
5,honewell,4,"Yamatake-Honewell Co., Ltd.",YES,honeywell
6,hoenywell,2,"Hoenywell, Inc.",YES,honeywell
7,honeywill,2,Honeywill Inc.,YES,honeywell
8,honeywall,1,"Honeywall International, Inc.",YES,honeywell
9,honywell,1,Honywell International Inc.,YES,honeywell
10,hopewell,1,Elverson Hopewell LLC,YES,honeywell
11,honrywell,1,Honrywell International Inc.,YES,honeywell
12,honeywld,3,HONEYWLD TECHNOLOGY CORP.,YES,honeywell
13,homewell,1,Homewell Enterprises Limited,YES,honeywell
14,henwell,1,"Henwell, Inc.",YES,honeywell
15,honeyware,5,"Honeyware, Inc.",YES,honeywell
0,industtries,1,"Sumitomo Electric Industtries, Ltd.",YES,industries
1,industruies,2,"MITSUBISHI HEAVY INDUSTRUIES, LTD.",YES,industries
2,industrties,1,"Sumitomo Electric Industrties, Ltd.",YES,industries
3,industrries,1,"Sumitomo Heavy Industrries, Ltd.",YES,industries
4,industrires,2,Chiaphua Industrires Limited,YES,industries
5,industriles,1,Imperial Chemical Industriles PLC,YES,industries
6,industriess,2,"Rexnord Industriess, LLC",YES,industries
7,industriesm,1,Daikin Industriesm Ltd.,YES,industries
8,industriers,1,"Hyundai Electronics Industriers Co., Ltd.",YES,industries
9,industriels,192,Compagnie Francaise de Produits Industriels,YES,industries
10,industrices,2,Imperial Chemical Industrices PLC,YES,industries
11,industories,1,"Hyundai Electronics Industories Co., Ltd.",YES,industries
12,inddustries,1,Dart Inddustries Inc,YES,industries
13,iindustries,1,"Sumitomo Rubber Iindustries, Ltd.",YES,industries
14,inudstries,1,"Scosche Inudstries, Inc.",YES,industries
15,industris,11,SIKOB Svensk Industris Konstrucktions och Berakningskontor AB,YES,industries
16,industres,4,"Scosche Industres, Inc.",YES,industries
17,industreis,7,"Printmark Industreis, Inc.",YES,industries
18,industires,62,"Display Industires, LLC.",YES,industries
19,industies,31,"Nissan Chemical Industies, Ltd.",YES,industries
20,indusrties,3,Brown Medical Indusrties,YES,industries
21,indusries,18,"Nissan Chemical Indusries, Ltd.",YES,industries
22,indsutries,10,Hunter Douglas Indsutries BV,YES,industries
23,indstries,7,HYOSUNG HEAVY INDSTRIES CORPORATION,YES,industries
24,idustries,4,Ide Idustries Limited,YES,industries
25,industrilles,1,Etudes et Realisations Industrilles de Bersac (E.R.I.B.),YES,industries
26,industriestr,5,IBS Filtran Kunstoff-/Metallererzeugnisse GmbH Industriestr,YES,industries
27,industriesco,1,"Hyundai Electronics IndustriesCo., Ltd.",YES,industries
28,industrielsã,1,ASSOCIATION POUR LA RECHERCHE ET LE DEVELOPPEMENT DE MÃƒâ€°THODES ET PROCESSUS INDUSTRIELSÃ¢â‚¬â€ARMINES,UNK,industries
29,industrieles,3,Association pour la Recherche et le des Methodes et Processus Industrieles (A.R.M.I.N.E.S.),YES,industries
30,industrieges,3,Franz Plasser Bahnbaumaschinen-Industrieges. m.b.H.,YES,industries
31,industriales,47,"Tecnicas Modulares E Industriales, S.A.",NO,industries
32,innudstries,1,"Senior Innudstries, Inc.",YES,industries
33,indutstries,1,"PPG Indutstries, Inc.",YES,industries
34,indusrtries,1,Schlumberger Indusrtries Limited,YES,industries
35,indutrie,2,Neopost Indutrie SA,YES,industries
36,indusxries,1,"Robbins Indusxries, Inc.",YES,industries
37,industties,1,Velcro Industties B.V.,YES,industries
38,industríes,1,"Toray Industríes, Inc.",UNK,industries
39,industrues,3,"Ceramoptec Industrues, Inc.",YES,industries
40,industrles,1,"SUMITOMO ELECTRIC INDUSTRLES, LTD.",YES,industries
41,industriés,1,"Toray Industriés, Inc.",UNK,industries
42,industrisl,2,"Matsushita Electric Industrisl Co., Ltd.",YES,industries
43,industrins,1,AF-Industrins Processkonsult AB,YES,industries
44,industrije,13,Iskra-Sozd Elektrokovinske Industrije n .sol.o.,YES,industries
45,industriez,1,"Colu Industriez, Inc.",YES,industries
46,industrier,63,"Gunnebo-Anja Industrier AS, Divisjon Tellfsdal kjetting",YES,industries
47,industrien,1,Voest-Alpine Industrien-lagenbau GmbH,YES,industries
48,industriel,105,Le Magnesium Industriel,YES,industries
49,industriei,1,Institutul de Proiectari Tehnologice al Industriei Usoare,YES,industries
50,industried,9,Sumitomo Electric Industried Limited,YES,industries
51,industriec,1,"Aromate Industriec Co., Ltd.",YES,industries
52,industrics,3,Saudi Basic Industrics Corporation,YES,industries
53,industri,476,Dansk Industri Syndikat A/S,YES,industries
54,industreas,1,Companhia Industreas Brasileiras Portela,YES,industries
55,industre,1,Aktiebolaget Imo Industre,YES,industries
56,industie,2,Industie Borla S.p.A.,YES,industries
57,indusrie,2,Gif Geselleschaft for Indusrie Forschung mbH,YES,industries
58,indunstrie,1,SKF Indunstrie S.p.A.,YES,industries
59,inductries,7,"Triarco Inductries, Inc.",YES,industries
60,induatries,1,"Spencer Wright Induatries, Inc.",YES,industries
61,indstrie,1,"Indstrie Natuzzi, Spa",YES,industries
62,indostries,1,Pundra Indostries Limited,YES,industries
63,incustries,1,"PPG Incustries, Inc.",YES,industries
64,ihdustries,1,"Sumitomo Electric Ihdustries, Ltd.",YES,industries
65,inudstrie,2,Creusot Loire Inudstrie,YES,industries
66,insutries,1,"Bedford Insutries, Inc.",YES,industries
67,industire,3,Delo Industire Klebstoffe GmbH + Co. KG,YES,industries
68,indsutrie,1,SKF Indsutrie S.p.A.,YES,industries
69,industriesltd,1,MacDon IndustriesLtd.,YES,industries
70,industrielles,226,ECOLE SUPERIEURE DE PHYSIQUE ET DE CHIMIE INDUSTRIELLES DE LA VILLE DE PARIS,YES,industries
71,industrielies,1,"Societe d'Etudes Industrielies de Villejuif, Seiv Automation",YES,industries
72,industrieglas,5,Herner Glas Bernd Hoffbauer GmbH & Co. Leuchten und Industrieglas KG,YES,industries
73,industriegase,1,Messer Industriegase GmbH,YES,industries
74,industruels,1,Association pour la Recherche et le Developpement de Methodes et Processus Industruels “Armines”,YES,industries
75,industrilås,6,Industrilås i Nässjö Aktiebolag,UNK,industries
76,industriläs,1,Industriläs i Nässjö Aktiebolag,UNK,industries
77,industrille,4,Compagnie Industrille des Telecommunications Cit-Alcatel,YES,industries
78,industrilas,2,Industrilas I Nassjo Aktiebolag,YES,industries
